time;P;G(i);H_sun;T2m;WS10m;Int
20200119:1410;65.31;90.23;16.01;4.11;3.24;0.0
20200119:1510;153.37;187.07;8.64;3.95;2.9;0.0
20200119:1610;0.0;0.0;0.0;3.27;2.41;0.0
20200119:1710;0.0;0.0;0.0;2.47;2.28;0.0
20200119:1810;0.0;0.0;0.0;1.96;2.21;0.0
20200119:1910;0.0;0.0;0.0;2.25;2.21;0.0
20200119:2010;0.0;0.0;0.0;2.43;2.21;0.0
20200119:2110;0.0;0.0;0.0;2.07;2.21;0.0
20200119:2210;0.0;0.0;0.0;1.94;2.28;0.0
20200119:2310;0.0;0.0;0.0;2.55;2.34;0.0
20200120:0010;0.0;0.0;0.0;2.27;2.41;0.0
20200120:0110;0.0;0.0;0.0;2.08;2.41;0.0
20200120:0210;0.0;0.0;0.0;1.34;2.34;0.0
20200120:0310;0.0;0.0;0.0;1.1;2.34;0.0
20200120:0410;0.0;0.0;0.0;0.85;2.34;0.0
20200120:0510;0.0;0.0;0.0;0.76;2.28;0.0
20200120:0610;0.0;0.0;0.0;0.53;2.34;0.0
20200120:0710;0.0;0.0;0.0;0.97;2.55;0.0
20200120:0810;125.89;157.17;10.06;1.59;2.48;0.0
20200120:0910;164.35;197.92;17.19;2.34;2.97;0.0
20200120:1010;396.82;454.88;22.31;3.72;3.38;0.0
20200120:1110;428.03;490.73;24.93;4.09;3.66;0.0
20200120:1210;682.75;792.52;24.71;4.91;4.07;0.0
20200120:1310;546.65;628.39;21.69;5.39;4.34;0.0
20200120:1410;164.53;199.05;16.23;4.71;4.28;0.0
20200120:1510;172.45;207.75;8.85;4.26;3.93;0.0
20200120:1610;0.0;0.0;0.0;3.32;3.66;0.0
20200120:1710;0.0;0.0;0.0;2.27;3.31;0.0
20200120:1810;0.0;0.0;0.0;1.82;3.1;0.0
20200120:1910;0.0;0.0;0.0;1.34;2.97;0.0
20200120:2010;0.0;0.0;0.0;1.32;2.97;0.0
20200120:2110;0.0;0.0;0.0;0.83;3.03;0.0
20200120:2210;0.0;0.0;0.0;0.35;3.03;0.0
20200120:2310;0.0;0.0;0.0;0.73;2.9;0.0
20200121:0010;0.0;0.0;0.0;0.48;2.83;0.0
20200121:0110;0.0;0.0;0.0;0.38;2.76;0.0
20200121:0210;0.0;0.0;0.0;-0.27;2.62;0.0
20200121:0310;0.0;0.0;0.0;-0.39;2.41;0.0
20200121:0410;0.0;0.0;0.0;-0.47;2.28;0.0
20200121:0510;0.0;0.0;0.0;-0.31;2.21;0.0
20200121:0610;0.0;0.0;0.0;-0.44;2.07;0.0
20200121:0710;0.0;0.0;0.0;-0.86;2.14;0.0
20200121:0810;303.06;353.77;10.2;0.19;1.93;0.0
20200121:0910;242.19;282.41;17.35;1.84;2.14;0.0
20200121:1010;614.45;715.09;22.51;3.6;2.41;0.0
20200121:1110;181.21;218.46;25.14;3.96;2.69;0.0
20200121:1210;222.82;264.44;24.94;4.69;2.83;0.0
20200121:1310;151.83;186.89;21.92;5.12;2.83;0.0
20200121:1410;390.79;450.39;16.46;4.48;2.69;0.0
20200121:1510;122.25;153.19;9.07;4.04;2.21;0.0
20200121:1610;0.0;0.0;0.0;3.19;1.93;0.0
20200121:1710;0.0;0.0;0.0;2.11;1.72;0.0
20200121:1810;0.0;0.0;0.0;1.46;1.45;0.0
20200121:1910;0.0;0.0;0.0;1.04;1.66;0.0
20200121:2010;0.0;0.0;0.0;1.24;1.59;0.0
20200121:2110;0.0;0.0;0.0;0.93;1.45;0.0
20200121:2210;0.0;0.0;0.0;0.28;1.24;0.0
20200121:2310;0.0;0.0;0.0;0.49;1.1;0.0
20200122:0010;0.0;0.0;0.0;0.32;0.97;0.0
20200122:0110;0.0;0.0;0.0;0.15;0.83;0.0
20200122:0210;0.0;0.0;0.0;-0.19;0.76;0.0
20200122:0310;0.0;0.0;0.0;-0.05;0.69;0.0
20200122:0410;0.0;0.0;0.0;0.1;0.62;0.0
20200122:0510;0.0;0.0;0.0;0.52;0.55;0.0
20200122:0610;0.0;0.0;0.0;0.68;0.55;0.0
20200122:0710;0.0;0.0;0.0;0.23;0.76;0.0
20200122:0810;317.28;375.71;10.35;1.54;0.62;0.0
20200122:0910;504.17;597.77;17.53;4.44;0.55;0.0
20200122:1010;482.31;576.6;22.7;7.42;0.76;0.0
20200122:1110;671.42;825.48;25.36;8.21;0.9;0.0
20200122:1210;668.69;828.98;25.17;9.28;0.76;0.0
20200122:1310;630.86;781.24;22.16;10.0;0.62;0.0
20200122:1410;484.65;586.79;16.69;9.63;0.55;0.0
20200122:1510;339.58;409.69;9.3;9.27;0.62;0.0
20200122:1610;0.0;0.0;0.0;8.0;1.03;0.0
20200122:1710;0.0;0.0;0.0;5.63;1.38;0.0
20200122:1810;0.0;0.0;0.0;4.12;1.52;0.0
20200122:1910;0.0;0.0;0.0;3.93;1.24;0.0
20200122:2010;0.0;0.0;0.0;4.14;1.17;0.0
20200122:2110;0.0;0.0;0.0;3.83;1.17;0.0
20200122:2210;0.0;0.0;0.0;2.88;1.31;0.0
20200122:2310;0.0;0.0;0.0;2.72;1.66;0.0
20200123:0010;0.0;0.0;0.0;2.53;2.0;0.0
20200123:0110;0.0;0.0;0.0;1.63;1.93;0.0
20200123:0210;0.0;0.0;0.0;1.54;1.72;0.0
20200123:0310;0.0;0.0;0.0;2.18;1.45;0.0
20200123:0410;0.0;0.0;0.0;2.36;1.31;0.0
20200123:0510;0.0;0.0;0.0;2.9;1.1;0.0
20200123:0610;0.0;0.0;0.0;4.35;0.83;0.0
20200123:0710;0.0;0.0;0.0;4.43;0.34;0.0
20200123:0810;179.55;220.51;10.51;4.51;0.76;0.0
20200123:0910;331.27;391.14;17.71;5.83;0.9;0.0
20200123:1010;647.72;781.4;22.91;6.99;1.31;0.0
20200123:1110;709.42;862.79;25.58;7.02;1.45;0.0
20200123:1210;720.13;874.1;25.41;7.47;1.79;0.0
20200123:1310;655.13;786.42;22.4;8.08;2.07;0.0
20200123:1410;555.86;657.4;16.93;7.48;2.07;0.0
20200123:1510;375.6;443.05;9.52;6.89;1.93;0.0
20200123:1610;0.0;0.0;0.0;5.54;1.72;0.0
20200123:1710;0.0;0.0;0.0;3.92;1.66;0.0
20200123:1810;0.0;0.0;0.0;2.94;1.59;0.0
20200123:1910;0.0;0.0;0.0;1.83;1.38;0.0
20200123:2010;0.0;0.0;0.0;2.15;1.38;0.0
20200123:2110;0.0;0.0;0.0;1.28;1.38;0.0
20200123:2210;0.0;0.0;0.0;0.55;1.17;0.0
20200123:2310;0.0;0.0;0.0;0.5;1.03;0.0
20200124:0010;0.0;0.0;0.0;0.07;0.9;0.0
20200124:0110;0.0;0.0;0.0;-0.1;0.83;0.0
20200124:0210;0.0;0.0;0.0;-0.53;0.76;0.0
20200124:0310;0.0;0.0;0.0;-0.52;0.69;0.0
20200124:0410;0.0;0.0;0.0;-0.39;0.69;0.0
20200124:0510;0.0;0.0;0.0;-0.1;0.55;0.0
20200124:0610;0.0;0.0;0.0;-0.09;0.55;0.0
20200124:0710;0.0;0.0;0.0;0.55;0.76;0.0
20200124:0810;230.4;276.6;10.67;2.47;0.48;0.0
20200124:0910;363.37;426.75;17.89;4.19;0.55;0.0
20200124:1010;457.0;541.59;23.12;5.87;0.69;0.0
20200124:1110;369.48;435.54;25.82;5.67;0.9;0.0
20200124:1210;201.32;244.75;25.65;6.73;1.03;0.0
20200124:1310;52.14;76.12;22.65;6.83;1.17;0.0
20200124:1410;12.58;26.6;17.17;5.97;1.24;0.0
20200124:1510;37.73;58.48;9.75;5.57;1.17;0.0
20200124:1610;0.0;0.0;0.0;4.8;1.24;0.0
20200124:1710;0.0;0.0;0.0;4.01;1.38;0.0
20200124:1810;0.0;0.0;0.0;3.35;1.59;0.0
20200124:1910;0.0;0.0;0.0;2.34;1.86;0.0
20200124:2010;0.0;0.0;0.0;2.61;2.0;0.0
20200124:2110;0.0;0.0;0.0;2.39;2.0;0.0
20200124:2210;0.0;0.0;0.0;2.14;2.0;0.0
20200124:2310;0.0;0.0;0.0;2.74;2.07;0.0
20200125:0010;0.0;0.0;0.0;2.8;2.14;0.0
20200125:0110;0.0;0.0;0.0;2.42;2.14;0.0
20200125:0210;0.0;0.0;0.0;1.81;2.14;0.0
20200125:0310;0.0;0.0;0.0;1.73;2.14;0.0
20200125:0410;0.0;0.0;0.0;1.64;2.21;0.0
20200125:0510;0.0;0.0;0.0;1.67;2.07;0.0
20200125:0610;0.0;0.0;0.0;1.61;2.0;0.0
20200125:0710;0.0;0.0;0.0;1.77;1.79;0.0
20200125:0810;68.31;93.41;10.84;2.59;1.79;0.0
20200125:0910;34.41;54.11;18.08;3.5;1.93;0.0
20200125:1010;41.92;63.28;23.33;4.33;2.14;0.0
20200125:1110;56.74;80.7;26.05;4.54;2.07;0.0
20200125:1210;43.24;65.11;25.9;5.36;2.07;0.0
20200125:1310;43.09;65.11;22.9;6.1;2.07;0.0
20200125:1410;31.04;50.44;17.41;5.67;1.93;0.0
20200125:1510;63.83;88.84;9.99;5.54;1.79;0.0
20200125:1610;0.0;0.0;0.0;4.91;1.45;0.0
20200125:1710;0.0;0.0;0.0;3.77;1.24;0.0
20200125:1810;0.0;0.0;0.0;2.91;1.03;0.0
20200125:1910;0.0;0.0;0.0;2.87;0.9;0.0
20200125:2010;0.0;0.0;0.0;2.81;0.9;0.0
20200125:2110;0.0;0.0;0.0;2.41;0.9;0.0
20200125:2210;0.0;0.0;0.0;2.16;0.9;0.0
20200125:2310;0.0;0.0;0.0;2.77;0.83;0.0
20200126:0010;0.0;0.0;0.0;2.42;0.83;0.0
20200126:0110;0.0;0.0;0.0;1.83;0.76;0.0
20200126:0210;0.0;0.0;0.0;1.23;0.69;0.0
20200126:0310;0.0;0.0;0.0;1.14;0.69;0.0
20200126:0410;0.0;0.0;0.0;1.0;0.62;0.0
20200126:0510;0.0;0.0;0.0;1.0;0.62;0.0
20200126:0610;0.0;0.0;0.0;0.68;0.69;0.0
20200126:0710;0.0;0.0;0.0;1.51;0.69;0.0
20200126:0810;64.33;88.98;11.01;2.5;0.69;0.0
20200126:0910;77.66;104.91;18.28;4.93;0.97;0.0
20200126:1010;92.42;122.45;23.56;6.44;1.17;0.0
20200126:1110;114.79;147.7;26.3;6.18;1.03;0.0
20200126:1210;143.02;180.21;26.15;7.29;0.9;0.0
20200126:1310;288.17;344.85;23.15;8.04;0.83;0.0
20200126:1410;253.0;303.45;17.66;7.74;0.76;0.0
20200126:1510;286.38;342.94;10.22;7.55;0.76;0.0
20200126:1610;0.0;0.0;0.0;6.66;0.83;0.0
20200126:1710;0.0;0.0;0.0;4.71;0.83;0.0
20200126:1810;0.0;0.0;0.0;4.71;0.69;0.0
20200126:1910;0.0;0.0;0.0;5.3;0.21;0.0
20200126:2010;0.0;0.0;0.0;5.59;0.28;0.0
20200126:2110;0.0;0.0;0.0;4.5;0.9;0.0
20200126:2210;0.0;0.0;0.0;3.29;1.1;0.0
20200126:2310;0.0;0.0;0.0;3.54;1.17;0.0
20200127:0010;0.0;0.0;0.0;3.14;1.17;0.0
20200127:0110;0.0;0.0;0.0;3.1;1.1;0.0
20200127:0210;0.0;0.0;0.0;2.35;1.17;0.0
20200127:0310;0.0;0.0;0.0;2.43;0.97;0.0
20200127:0410;0.0;0.0;0.0;2.54;0.83;0.0
20200127:0510;0.0;0.0;0.0;2.92;0.76;0.0
20200127:0610;0.0;0.0;0.0;2.86;0.48;0.0
20200127:0710;0.9;7.73;2.44;3.58;0.28;0.0
20200127:0810;166.62;206.51;11.19;4.62;0.07;0.0
20200127:0910;443.2;527.36;18.49;6.05;0.48;0.0
20200127:1010;405.31;482.16;23.79;7.65;0.9;0.0
20200127:1110;330.5;393.24;26.55;8.1;1.38;0.0
20200127:1210;140.72;178.59;26.41;9.04;1.66;0.0
20200127:1310;72.82;100.88;23.41;8.82;2.28;0.0
20200127:1410;50.28;74.28;17.91;8.44;2.55;0.0
20200127:1510;32.26;52.33;10.46;7.93;1.72;0.0
20200127:1610;0.0;0.0;0.0;7.07;1.45;0.0
20200127:1710;0.0;0.0;0.0;6.29;1.79;0.0
20200127:1810;0.0;0.0;0.0;6.14;1.93;0.0
20200127:1910;0.0;0.0;0.0;6.24;1.93;0.0
20200127:2010;0.0;0.0;0.0;6.87;2.14;0.0
20200127:2110;0.0;0.0;0.0;7.05;2.41;0.0
20200127:2210;0.0;0.0;0.0;7.0;2.48;0.0
20200127:2310;0.0;0.0;0.0;7.5;2.41;0.0
20200128:0010;0.0;0.0;0.0;7.42;2.41;0.0
20200128:0110;0.0;0.0;0.0;7.11;2.14;0.0
20200128:0210;0.0;0.0;0.0;6.67;1.72;0.0
20200128:0310;0.0;0.0;0.0;6.46;1.66;0.0
20200128:0410;0.0;0.0;0.0;6.49;2.0;0.0
20200128:0510;0.0;0.0;0.0;6.92;1.86;0.0
20200128:0610;0.0;0.0;0.0;6.52;1.45;0.0
20200128:0710;0.0;2.58;2.61;6.28;1.38;0.0
20200128:0810;117.4;151.49;11.37;7.28;1.66;0.0
20200128:0910;203.15;246.44;18.7;7.84;2.07;0.0
20200128:1010;171.75;212.73;24.02;8.77;2.07;0.0
20200128:1110;551.78;658.92;26.8;8.9;2.07;0.0
20200128:1210;740.88;913.27;26.68;10.13;1.93;0.0
20200128:1310;669.39;819.09;23.67;11.13;2.0;0.0
20200128:1410;563.11;679.7;18.16;11.01;1.93;0.0
20200128:1510;400.6;481.76;10.7;10.75;1.72;0.0
20200128:1610;0.0;0.0;0.0;9.58;1.66;0.0
20200128:1710;0.0;0.0;0.0;7.9;2.0;0.0
20200128:1810;0.0;0.0;0.0;6.95;2.07;0.0
20200128:1910;0.0;0.0;0.0;6.39;1.38;0.0
20200128:2010;0.0;0.0;0.0;7.68;0.48;0.0
20200128:2110;0.0;0.0;0.0;7.59;0.28;0.0
20200128:2210;0.0;0.0;0.0;4.39;1.45;0.0
20200128:2310;0.0;0.0;0.0;4.02;2.0;0.0
20200129:0010;0.0;0.0;0.0;4.31;2.28;0.0
20200129:0110;0.0;0.0;0.0;4.92;2.41;0.0
20200129:0210;0.0;0.0;0.0;4.26;2.48;0.0
20200129:0310;0.0;0.0;0.0;2.29;2.14;0.0
20200129:0410;0.0;0.0;0.0;2.45;1.45;0.0
20200129:0510;0.0;0.0;0.0;4.7;1.03;0.0
20200129:0610;0.0;0.0;0.0;5.32;0.9;0.0
20200129:0710;3.1;12.02;2.78;4.39;0.48;0.0
20200129:0810;346.84;419.69;11.56;5.58;0.28;0.0
20200129:0910;545.15;662.01;18.91;6.94;0.21;0.0
20200129:1010;674.5;844.63;24.26;10.52;0.62;0.0
20200129:1110;738.63;926.23;27.06;10.88;1.24;0.0
20200129:1210;735.84;919.23;26.95;11.73;1.66;0.0
20200129:1310;691.57;856.06;23.94;12.26;1.86;0.0
20200129:1410;606.13;741.36;18.42;11.76;1.59;0.0
20200129:1510;406.95;496.08;10.95;11.36;0.69;0.0
20200129:1610;0.0;0.0;0.0;10.63;0.41;0.0
20200129:1710;0.0;0.0;0.0;8.96;0.76;0.0
20200129:1810;0.0;0.0;0.0;8.45;0.83;0.0
20200129:1910;0.0;0.0;0.0;5.98;1.17;0.0
20200129:2010;0.0;0.0;0.0;5.17;1.31;0.0
20200129:2110;0.0;0.0;0.0;4.2;1.45;0.0
20200129:2210;0.0;0.0;0.0;3.82;1.45;0.0
20200129:2310;0.0;0.0;0.0;3.96;1.45;0.0
20200130:0010;0.0;0.0;0.0;3.5;1.45;0.0
20200130:0110;0.0;0.0;0.0;4.28;1.24;0.0
20200130:0210;0.0;0.0;0.0;4.94;0.97;0.0
20200130:0310;0.0;0.0;0.0;3.84;1.03;0.0
20200130:0410;0.0;0.0;0.0;1.89;1.1;0.0
20200130:0510;0.0;0.0;0.0;1.51;1.1;0.0
20200130:0610;0.0;0.0;0.0;1.54;1.1;0.0
20200130:0710;2.2;10.3;2.95;1.85;1.59;0.0
20200130:0810;230.23;277.55;11.76;4.68;1.38;0.0
20200130:0910;317.3;375.78;19.13;7.28;1.59;0.0
20200130:1010;357.84;423.51;24.51;8.34;2.0;0.0
20200130:1110;393.53;464.46;27.33;8.78;2.69;0.0
20200130:1210;669.95;805.15;27.22;9.45;2.83;0.0
20200130:1310;120.59;155.75;24.22;9.54;2.55;0.0
20200130:1410;93.05;123.98;18.68;9.07;2.41;0.0
20200130:1510;158.34;196.97;11.2;8.78;1.79;0.0
20200130:1610;0.0;0.0;0.0;8.11;1.03;0.0
20200130:1710;0.0;0.0;0.0;6.89;0.83;0.0
20200130:1810;0.0;0.0;0.0;6.05;0.76;0.0
20200130:1910;0.0;0.0;0.0;5.09;1.17;0.0
20200130:2010;0.0;0.0;0.0;5.23;1.03;0.0
20200130:2110;0.0;0.0;0.0;4.8;1.1;0.0
20200130:2210;0.0;0.0;0.0;4.66;0.97;0.0
20200130:2310;0.0;0.0;0.0;5.15;0.97;0.0
20200131:0010;0.0;0.0;0.0;4.25;0.76;0.0
20200131:0110;0.0;0.0;0.0;4.24;0.48;0.0
20200131:0210;0.0;0.0;0.0;3.74;0.28;0.0
20200131:0310;0.0;0.0;0.0;4.01;0.21;0.0
20200131:0410;0.0;0.0;0.0;4.15;0.07;0.0
20200131:0510;0.0;0.0;0.0;4.71;0.07;0.0
20200131:0610;0.0;0.0;0.0;4.78;0.21;0.0
20200131:0710;1.72;9.44;3.13;4.53;1.03;0.0
20200131:0810;45.24;67.8;11.96;6.22;1.03;0.0
20200131:0910;86.05;116.23;19.36;8.82;1.1;0.0
20200131:1010;72.81;101.79;24.76;10.83;1.59;0.0
20200131:1110;62.81;89.87;27.6;10.53;1.86;0.0
20200131:1210;85.27;116.47;27.5;11.28;2.14;0.0
20200131:1310;99.93;133.56;24.49;11.52;2.07;0.0
20200131:1410;123.54;159.33;18.95;10.68;2.28;0.0
20200131:1510;51.19;75.79;11.45;10.37;2.28;0.0
20200131:1610;0.0;2.58;2.54;9.37;2.07;0.0
20200131:1710;0.0;0.0;0.0;8.29;2.07;0.0
20200131:1810;0.0;0.0;0.0;7.56;1.93;0.0
20200131:1910;0.0;0.0;0.0;7.36;2.0;0.0
20200131:2010;0.0;0.0;0.0;7.61;1.86;0.0
20200131:2110;0.0;0.0;0.0;7.51;1.72;0.0
20200131:2210;0.0;0.0;0.0;7.22;1.72;0.0
20200131:2310;0.0;0.0;0.0;8.1;1.59;0.0
20200201:0010;0.0;0.0;0.0;7.87;1.52;0.0
20200201:0110;0.0;0.0;0.0;7.69;1.38;0.0
20200201:0210;0.0;0.0;0.0;7.47;1.24;0.0
20200201:0310;0.0;0.0;0.0;7.68;1.17;0.0
20200201:0410;0.0;0.0;0.0;7.7;1.03;0.0
20200201:0510;0.0;0.0;0.0;7.96;1.03;0.0
20200201:0610;0.0;0.0;0.0;8.01;0.76;0.0
20200201:0710;1.67;9.44;3.32;7.99;0.69;0.0
20200201:0810;59.95;86.08;12.17;8.93;0.9;0.0
20200201:0910;91.67;123.12;19.6;9.53;0.76;0.0
20200201:1010;45.17;68.78;25.02;10.27;1.17;0.0
20200201:1110;62.09;88.96;27.88;10.1;1.17;0.0
20200201:1210;41.43;64.19;27.79;10.09;0.9;0.0
20200201:1310;81.65;111.88;24.77;10.0;0.97;0.0
20200201:1410;79.53;109.01;19.22;9.64;1.38;0.0
20200201:1510;55.68;80.93;11.7;9.33;0.55;0.0
20200201:1610;0.0;2.58;2.78;9.09;0.34;0.0
20200201:1710;0.0;0.0;0.0;8.19;0.83;0.0
20200201:1810;0.0;0.0;0.0;7.5;0.83;0.0
20200201:1910;0.0;0.0;0.0;7.78;0.41;0.0
20200201:2010;0.0;0.0;0.0;7.82;0.48;0.0
20200201:2110;0.0;0.0;0.0;8.02;0.28;0.0
20200201:2210;0.0;0.0;0.0;7.86;0.34;0.0
20200201:2310;0.0;0.0;0.0;8.33;0.48;0.0
20200202:0010;0.0;0.0;0.0;8.25;0.34;0.0
20200202:0110;0.0;0.0;0.0;8.14;0.28;0.0
20200202:0210;0.0;0.0;0.0;7.1;0.62;0.0
20200202:0310;0.0;0.0;0.0;6.32;0.97;0.0
20200202:0410;0.0;0.0;0.0;6.08;1.24;0.0
20200202:0510;0.0;0.0;0.0;5.87;1.38;0.0
20200202:0610;0.0;0.0;0.0;6.28;1.52;0.0
20200202:0710;5.55;16.31;3.51;7.93;2.0;0.0
20200202:0810;155.77;196.72;12.39;9.68;2.28;0.0
20200202:0910;290.53;347.75;19.83;10.54;2.97;0.0
20200202:1010;591.14;709.62;25.28;11.2;2.9;0.0
20200202:1110;635.33;764.13;28.16;10.97;3.1;0.0
20200202:1210;600.51;722.06;28.08;11.92;3.31;0.0
20200202:1310;613.41;739.78;25.06;12.16;3.1;0.0
20200202:1410;524.8;626.19;19.49;11.21;2.83;0.0
20200202:1510;317.09;380.12;11.95;10.58;2.21;0.0
20200202:1610;8.11;20.75;3.02;10.06;2.0;0.0
20200202:1710;0.0;0.0;0.0;9.11;1.66;0.0
20200202:1810;0.0;0.0;0.0;8.37;1.52;0.0
20200202:1910;0.0;0.0;0.0;7.52;2.0;0.0
20200202:2010;0.0;0.0;0.0;7.46;1.93;0.0
20200202:2110;0.0;0.0;0.0;7.15;1.79;0.0
20200202:2210;0.0;0.0;0.0;7.23;1.52;0.0
20200202:2310;0.0;0.0;0.0;8.3;1.59;0.0
20200203:0010;0.0;0.0;0.0;8.28;1.66;0.0
20200203:0110;0.0;0.0;0.0;8.09;1.72;0.0
20200203:0210;0.0;0.0;0.0;7.64;1.86;0.0
20200203:0310;0.0;0.0;0.0;7.7;1.79;0.0
20200203:0410;0.0;0.0;0.0;7.61;1.66;0.0
20200203:0510;0.0;0.0;0.0;7.72;1.66;0.0
20200203:0610;0.0;0.0;0.0;7.65;1.45;0.0
20200203:0710;5.55;16.31;3.71;7.87;2.48;0.0
20200203:0810;283.4;343.63;12.61;9.17;2.48;0.0
20200203:0910;463.04;551.94;20.08;10.55;2.55;0.0
20200203:1010;630.83;765.35;25.55;11.88;2.62;0.0
20200203:1110;620.37;754.07;28.45;12.2;2.62;0.0
20200203:1210;645.53;790.71;28.37;12.98;2.55;0.0
20200203:1310;607.81;747.19;25.35;14.12;2.28;0.0
20200203:1410;508.34;620.87;19.76;14.16;1.86;0.0
20200203:1510;376.49;461.05;12.21;14.06;1.31;0.0
20200203:1610;7.63;20.2;3.26;12.98;1.59;0.0
20200203:1710;0.0;0.0;0.0;10.98;1.66;0.0
20200203:1810;0.0;0.0;0.0;9.51;1.59;0.0
20200203:1910;0.0;0.0;0.0;7.78;2.0;0.0
20200203:2010;0.0;0.0;0.0;8.06;2.07;0.0
20200203:2110;0.0;0.0;0.0;7.85;2.14;0.0
20200203:2210;0.0;0.0;0.0;7.72;2.14;0.0
20200203:2310;0.0;0.0;0.0;8.68;2.21;0.0
20200204:0010;0.0;0.0;0.0;8.95;2.34;0.0
20200204:0110;0.0;0.0;0.0;8.87;2.55;0.0
20200204:0210;0.0;0.0;0.0;8.36;2.83;0.0
20200204:0310;0.0;0.0;0.0;8.66;3.03;0.0
20200204:0410;0.0;0.0;0.0;8.91;3.17;0.0
20200204:0510;0.0;0.0;0.0;9.32;3.38;0.0
20200204:0610;0.0;0.0;0.0;9.15;2.83;0.0
20200204:0710;7.73;19.75;3.91;8.2;0.55;0.0
20200204:0810;221.27;272.91;12.83;9.37;1.24;0.0
20200204:0910;510.71;617.33;20.33;10.33;1.38;0.0
20200204:1010;674.36;826.4;25.83;11.93;2.28;0.0
20200204:1110;754.1;915.01;28.74;12.21;4.14;0.0
20200204:1210;769.73;917.72;28.67;12.07;6.41;0.0
20200204:1310;742.18;875.84;25.64;11.08;6.69;0.0
20200204:1410;629.55;733.69;20.04;9.56;6.07;0.0
20200204:1510;387.33;452.93;12.47;8.79;4.97;0.0
20200204:1610;8.2;20.67;3.5;7.68;4.14;0.0
20200204:1710;0.0;0.0;0.0;6.34;2.97;0.0
20200204:1810;0.0;0.0;0.0;5.36;2.14;0.0
20200204:1910;0.0;0.0;0.0;5.15;3.17;0.0
20200204:2010;0.0;0.0;0.0;4.78;2.76;0.0
20200204:2110;0.0;0.0;0.0;3.94;2.41;0.0
20200204:2210;0.0;0.0;0.0;3.23;2.0;0.0
20200204:2310;0.0;0.0;0.0;3.59;1.86;0.0
20200205:0010;0.0;0.0;0.0;2.95;1.79;0.0
20200205:0110;0.0;0.0;0.0;2.2;1.59;0.0
20200205:0210;0.0;0.0;0.0;1.51;1.66;0.0
20200205:0310;0.0;0.0;0.0;1.43;1.86;0.0
20200205:0410;0.0;0.0;0.0;1.04;1.93;0.0
20200205:0510;0.0;0.0;0.0;0.91;1.86;0.0
20200205:0610;0.0;0.0;0.0;0.31;1.66;0.0
20200205:0710;5.78;16.31;4.12;1.43;2.28;0.0
20200205:0810;374.86;441.0;13.06;3.74;2.55;0.0
20200205:0910;582.19;686.0;20.58;6.63;2.62;0.0
20200205:1010;720.81;859.54;26.11;8.64;3.66;0.0
20200205:1110;795.95;951.23;29.03;9.11;4.62;0.0
20200205:1210;802.93;953.05;28.97;9.85;6.0;0.0
20200205:1310;767.38;904.67;25.93;9.85;6.34;0.0
20200205:1410;663.56;773.77;20.32;8.73;5.72;0.0
20200205:1510;405.67;471.98;12.73;7.95;5.17;0.0
20200205:1610;26.54;45.91;3.75;6.74;4.83;0.0
20200205:1710;0.0;0.0;0.0;5.22;4.14;0.0
20200205:1810;0.0;0.0;0.0;4.26;3.59;0.0
20200205:1910;0.0;0.0;0.0;3.72;2.41;0.0
20200205:2010;0.0;0.0;0.0;3.07;1.52;0.0
20200205:2110;0.0;0.0;0.0;3.22;0.9;0.0
20200205:2210;0.0;0.0;0.0;3.43;0.48;0.0
20200205:2310;0.0;0.0;0.0;3.65;0.41;0.0
20200206:0010;0.0;0.0;0.0;3.05;0.55;0.0
20200206:0110;0.0;0.0;0.0;2.71;0.55;0.0
20200206:0210;0.0;0.0;0.0;1.89;0.41;0.0
20200206:0310;0.0;0.0;0.0;1.47;0.48;0.0
20200206:0410;0.0;0.0;0.0;1.08;0.48;0.0
20200206:0510;0.0;0.0;0.0;1.13;0.48;0.0
20200206:0610;0.0;0.0;0.0;0.7;0.62;0.0
20200206:0710;9.76;22.32;4.34;2.48;0.28;0.0
20200206:0810;331.97;396.48;13.3;3.28;0.28;0.0
20200206:0910;526.68;634.21;20.85;5.45;0.14;0.0
20200206:1010;643.25;791.02;26.39;7.96;0.62;0.0
20200206:1110;724.38;898.58;29.34;8.05;0.97;0.0
20200206:1210;723.83;898.52;29.28;8.7;1.1;0.0
20200206:1310;641.35;782.37;26.23;8.95;1.31;0.0
20200206:1410;596.45;717.36;20.6;8.16;1.45;0.0
20200206:1510;384.45;456.28;13.0;7.73;1.45;0.0
20200206:1610;30.97;51.69;3.99;6.83;0.9;0.0
20200206:1710;0.0;0.0;0.0;4.8;0.83;0.0
20200206:1810;0.0;0.0;0.0;3.55;1.03;0.0
20200206:1910;0.0;0.0;0.0;4.67;0.07;0.0
20200206:2010;0.0;0.0;0.0;4.79;0.62;0.0
20200206:2110;0.0;0.0;0.0;2.57;1.1;0.0
20200206:2210;0.0;0.0;0.0;1.48;1.24;0.0
20200206:2310;0.0;0.0;0.0;1.72;1.45;0.0
20200207:0010;0.0;0.0;0.0;0.88;1.72;0.0
20200207:0110;0.0;0.0;0.0;0.87;1.93;0.0
20200207:0210;0.0;0.0;0.0;0.41;2.0;0.0
20200207:0310;0.0;0.0;0.0;0.34;2.0;0.0
20200207:0410;0.0;0.0;0.0;-0.01;2.0;0.0
20200207:0510;0.0;0.0;0.0;0.19;2.0;0.0
20200207:0610;0.0;0.0;0.0;-1.01;2.0;0.0
20200207:0710;7.56;18.89;4.56;-0.68;1.93;0.0
